,no,case_number,property_type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image
263,264,2022-1448(1),아파트,서울특별시,은평구,대조동,6-19,,2.0,203,,서울특별시 은평구 대조동 6-19 2층203호,2023-02-14,64,배당종결,2,240000000,153600000,180100000,75,1,7.517,2.27,52.55,15.9,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/1448/195090.jpg
264,265,2022-52521(1),아파트,서울특별시,서대문구,연희동,747,105동,7.0,702,연희파크푸르지오,"서울특별시 서대문구 연희동 747 105동 7층702호 (연희동,연희파크푸르지오)",2023-02-14,64,배당종결,2,1169000000,748160000,896000000,77,4,43.7734,13.24,84.8003,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/52521/191806.jpg
265,266,2022-107071(1),아파트,서울특별시,양천구,신월동,1029,102동,3.0,303,신도신월1차아파트,"서울특별시 양천구 신월동 1029 제102동 제3층 제303호 (신월동, 신도신월1차아파트)",2023-02-14,64,배당종결,2,768000000,491520000,601911270,78,8,37.99,11.49,80.19,24.26,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/107071/56312_AUTO_176.jpg
266,267,2021-109011(1),아파트,서울특별시,도봉구,쌍문동,158,701동,1.0,102,쌍문한양7차아파트,"서울특별시 도봉구 쌍문동 158 701동 1층102호 (쌍문동,쌍문한양7차아파트)",2023-02-14,41,배당종결,4,610000000,249856000,255654300,42,1,41.1364,12.44,84.86,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109011/101938.jpg
267,268,2019-108685(1),아파트,서울특별시,영등포구,신길동,340-1,,2.0,7,,서울특별시 영등포구 신길동 340-1 다동 2층7호,2023-02-09,80,배당종결,1,731000000,584800000,585910000,80,1,48.679,14.73,57.56,17.41,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2019/108685/230125.jpg
268,269,2021-5635(1),아파트,서울특별시,구로구,개봉동,361-1,,4.0,402,개봉프라자,"서울특별시 구로구 개봉동 361-1 제4층 제402호 (개봉동, 개봉프라자)",2023-02-08,64,배당종결,2,507000000,324480000,355000000,70,1,36.07,10.91,128.5,38.87,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5635/75084.jpg
269,270,2021-1472(1),아파트,서울특별시,은평구,구산동,27-15,,8.0,801,,서울특별시 은평구 구산동 27-15 8층801호,2023-02-07,80,배당종결,1,233300000,186640000,193520000,83,1,24.64,7.45,64.08,19.38,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1472/122289.jpg
270,271,2021-3164(1),아파트,서울특별시,마포구,망원동,433-9,,4.0,403,망원동미원2차아파트,"서울특별시 마포구 망원동 433-9 4층403호 (망원동,망원동미원2차아파트)",2023-02-07,64,배당종결,2,850000000,544000000,620000000,73,2,40.497,12.25,86.22,26.08,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3164/37892_AUTO_35.jpg
271,272,2022-54459(1),아파트,서울특별시,서대문구,연희동,51-74,,4.0,501,로엠아트빌,"서울특별시 서대문구 연희동 51-74 4층501호 (연희동,로엠아트빌)",2023-02-07,80,배당종결,1,351000000,280800000,293590000,84,1,42.64,12.9,75.94,22.97,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/54459/195657.jpg
272,273,2021-4468(1),아파트,서울특별시,노원구,상계동,656,1115동,2.0,217,상계주공아파트,"서울특별시 노원구 상계동 656 1115동 2층217호 (상계동,상계주공아파트)",2023-02-07,64,배당종결,2,888000000,568320000,621700000,70,4,52.29,15.82,68.86,20.83,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/4468/135361.jpg
273,274,2021-110685(1),아파트,서울특별시,강남구,도곡동,961,1동,3.0,305,현대아파트,"서울특별시 강남구 도곡동 961 1동 3층305호 (도곡동,현대아파트)",2023-02-02,64,배당종결,2,1730000000,1107200000,1108000000,64,1,45.03,13.62,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/110685/178657.jpg
274,275,2022-2187(1),아파트,서울특별시,서초구,잠원동,70,208동,4.0,402,신반포아파트,"서울특별시 서초구 잠원동 70 208동 4층402호 (잠원동,신반포아파트)",2023-02-02,80,배당종결,1,3965000000,3172000000,3300050000,83,1,70.52,21.33,137.1,41.47,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/2187/185673.jpg
275,276,2022-101664(1),아파트,서울특별시,동작구,신대방동,707,106동,13.0,1308,현대아파트,"서울특별시 동작구 신대방동 707 106동 13층1308호 (신대방동,현대아파트)",2023-02-02,64,배당종결,2,586000000,375040000,402300000,69,1,15.32,4.63,42.285,12.79,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101664/186472.jpg
276,277,2022-990(1),아파트,서울특별시,종로구,홍파동,199,213동,8.0,804,경희궁자이,"서울특별시 종로구 홍파동 199 213동 8층804호 (홍파동,경희궁자이)",2023-02-01,64,잔금납부,2,848000000,542720000,585000000,69,3,17.05,5.16,33.69,10.19,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/990/51224_AUTO_258.jpg
277,278,2021-3342(1),아파트,서울특별시,노원구,중계동,599,101동,,303,극동의푸른별2차아파트,"서울특별시 노원구 중계동 599 101동 303호 (중계동,극동의푸른별2차아파트)",2023-02-01,64,배당종결,2,834000000,533760000,621500000,75,2,44.5,13.46,84.801,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/3342/124609.jpg
278,279,2020-102748(1),아파트,서울특별시,관악구,신림동,746-43,,9.0,905,건영아파트,"서울특별시 관악구 신림동 746-43 가동 9층 905호 (신림동,건영아파트)",2023-02-01,80,배당종결,1,601000000,480800000,509000000,85,1,50.34,15.23,74.22,22.45,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/102748/30562.jpg
279,280,2021-627(1),아파트,서울특별시,강남구,역삼동,754-1,107동,3.0,301,역삼푸르지오,"서울특별시 강남구 역삼동 754-1 107동 3층301호 (역삼동,역삼푸르지오)",2023-02-01,80,배당종결,1,2360000000,1888000000,2040200000,86,2,38.268,11.58,84.9097,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/627/29742_AUTO_57.jpg
280,281,2022-101060(1),아파트,서울특별시,동작구,대방동,43-9,,7.0,701,비전아파트,서울특별시 동작구 대방동 43-9 비전아파트 7층701호,2023-02-01,64,배당종결,2,1490000000,953600000,1111880000,75,9,68.46,20.71,131.24,39.7,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/101060/196079.jpg
281,282,2022-102483(1),아파트,서울특별시,중구,신당동,844,16동,12.0,1201,남산타운아파트,"서울특별시 중구 신당동 844 16동 12층1201호 (신당동,남산타운아파트)",2023-02-01,64,배당종결,2,119000000,76160000,81398800,68,3,3.53,1.07,6.52,1.97,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/102483/194852.jpg
282,283,2022-106027(1),아파트,서울특별시,중구,신당동,844,16동,12.0,1201,남산타운아파트,"서울특별시 중구 신당동 844 16동 12층1201호 (신당동,남산타운아파트)",2023-02-01,80,배당종결,1,119000000,95200000,97600000,82,1,3.53,1.07,6.529,1.98,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/106027/06849_01.png
283,284,2019-210(1),아파트,서울특별시,성북구,석관동,10,108동,25.0,2503,두산아파트,"서울특별시 성북구 석관동 10 108동 25층2503호 (석관동,두산아파트)",2023-02-01,2,배당종결,3,990000000,506880000,705230000,71,73,34.95,10.57,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2019/210/160492.jpg
284,285,2021-101772(1),아파트,서울특별시,강북구,번동,204,101동,14.0,1404,신원아파트,"서울특별시 강북구 번동 204 101동 14층 1404호 (번동,신원아파트)",2023-02-01,64,배당종결,2,617000000,394880000,488999999,79,11,24.97,7.55,84.6,25.59,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/101772/05573_AUTO_111.jpg
285,286,2021-106402(1),아파트,서울특별시,강남구,삼성동,87,,22.0,2202,아이파크삼성동,"서울특별시 강남구 삼성동 87 사우스윙동 22층 2202호 (삼성동, 아이파크삼성동)",2023-01-31,80,배당종결,1,5000000000,4000000000,5100000000,102,3,61.266,18.53,145.046,43.88,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/106402/165061.jpg
286,287,2021-110582(1),아파트,서울특별시,영등포구,문래동,3,,1.0,103,문래동동원데쟈뷰,"서울특별시 영등포구 문래동3가 95 제1층 제103호 (문래동3가, 문래동동원데쟈뷰)",2023-01-31,64,배당종결,2,1070000000,684800000,765045700,71,7,46.17,13.97,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110582/198946.jpg
287,288,2022-100391(1),아파트,서울특별시,구로구,고척동,333,101동,2.0,205,하이리빙아파트,"서울특별시 구로구 고척동 333 제101동 제2층 제205호 (고척동, 하이리빙아파트)",2023-01-31,80,매각,1,455000000,364000000,380010000,84,1,25.67,7.77,79.54,24.06,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/100391/281526.jpg
288,289,2022-102178(1),아파트,서울특별시,중랑구,묵동,13,402동,5.0,504,신내아파트,"서울특별시 중랑구 묵동 13 402동 5층504호 (묵동,신내아파트)",2023-01-31,64,배당종결,2,650000000,416000000,501780000,77,4,25.67,7.77,59.76,18.08,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102178/193426.jpg
289,290,2021-50847(1),아파트,서울특별시,송파구,가락동,147-2,,11.0,1101,가락동주상복합,"서울특별시 송파구 가락동 147-2 11층1101호 (가락동,가락동주상복합)",2023-01-30,100,배당종결,0,1058000000,1058000000,1301000000,123,1,51.76,15.66,218.49,66.09,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/50847/636351.jpg
290,291,2022-51375(1),아파트,서울특별시,용산구,,1,,1.0,101,원효로1가 로얄카운티-3,"서울특별시 용산구 원효로1가 17-66 지하1층비101호 (원효로1가,원효로1가 로얄카운티-3)",2023-01-17,100,배당종결,0,1140000000,1140000000,1333000000,117,1,53.9719,16.33,130.93,39.61,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/51375/206893.jpg
291,292,2021-1953(1),아파트,서울특별시,마포구,공덕동,11-174,,1.0,101,,서울특별시 마포구 공덕동 11-174 1층 101호,2023-01-17,2,배당종결,3,507000000,259584000,287000777,57,1,53.9719,16.33,42.5438,12.87,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg
292,293,2021-55592(1),아파트,서울특별시,마포구,연남동,573,101동,3.0,304,코오롱하늘채아파트,"서울특별시 마포구 연남동 573 101동 3층304호 (연남동,코오롱하늘채아파트)",2023-01-17,8,배당종결,5,570000000,186778000,186779000,33,1,12.491,3.78,42.468,12.85,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/55592/159947.jpg
293,294,2022-50532(1),아파트,서울특별시,서대문구,홍제동,453,107동,7.0,701,무악청구아파트,"서울특별시 서대문구 홍제동 453 107동 7층701호 (홍제동,무악청구아파트)",2023-01-17,64,배당종결,2,1100000000,704000000,751500000,68,1,44.3,13.4,84.78,25.65,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2022/50532/189079.jpg
294,295,2021-114041(1),아파트,서울특별시,구로구,천왕동,277,501동,3.0,304,천왕이펜하우스5단지,"서울특별시 구로구 천왕동 277 제501동 제3층 제304호 (천왕동, 천왕이펜하우스5단지)",2023-01-17,64,배당종결,2,850000000,544000000,660000000,78,5,55.365,16.75,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/114041/49111_AUTO_66.jpg
295,296,2022-682(1),아파트,서울특별시,영등포구,여의도동,37,,11.0,1105,미성아파트,"서울특별시 영등포구 여의도동 37 제에이동 제11층 제1105호 (여의도동, 미성아파트)",2023-01-17,80,배당종결,1,1925000000,1540000000,1577999999,82,1,35.57,10.76,92.56,28.0,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/682/153473.jpg
296,297,2022-103840(1),아파트,서울특별시,구로구,구로동,807-23,,1.0,102,,서울특별시 구로구 구로동 807-23 제1층 제102호,2023-01-17,64,배당종결,2,165000000,105600000,115880000,70,1,12.35,3.74,38.25,11.57,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/103840/263992.jpg
297,298,2021-109172(1),아파트,서울특별시,도봉구,쌍문동,56,113동,8.0,805,삼익세라믹아파트,"서울특별시 도봉구 쌍문동 56 113동 8층 805호 (쌍문동,삼익세라믹아파트)",2023-01-17,64,배당종결,2,75166667,48106000,53200000,71,2,3.652,1.1,6.685,2.02,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109172/209583.jpg
298,299,2020-111513(1),아파트,서울특별시,강남구,삼성동,11,110동,11.0,1102,롯데캐슬프레미어,"서울특별시 강남구 삼성동 11 110동 11층1102호 (삼성동,롯데캐슬프레미어)",2023-01-12,80,배당종결,1,4490000000,3592000000,3862876000,86,4,94.6256,28.62,213.435,64.56,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/111513/244509.jpg
299,300,2021-1286(1),아파트,서울특별시,관악구,봉천동,1712,140동,6.0,604,관악드림타운,"서울특별시 관악구 봉천동 1712 140동 6층604호 (봉천동,관악드림타운)",2023-01-12,64,배당종결,2,1160000000,742400000,813000000,70,3,49.32,14.92,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/1286/48606_AUTO_472.jpg
300,301,2021-2821(1),아파트,서울특별시,강남구,도곡동,462-2,,17.0,1701,로덴하우스웨스트빌리지,"서울특별시 강남구 도곡동 462-2 17층1701호 (도곡동,로덴하우스웨스트빌리지)",2023-01-12,80,배당종결,1,4750000000,3800000000,4356780000,92,10,119.98,36.29,244.66,74.01,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/2821/143925.jpg
301,302,2021-102448(1),아파트,서울특별시,중구,신당동,333-42,,1.0,103,진달래아파트,서울특별시 중구 신당동 333-42 진달래아파트 1층103호,2023-01-12,80,배당종결,1,593000000,474400000,512010000,86,3,36.42,11.02,84.41,25.53,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/102448/245398.jpg
302,303,2022-100791(1),아파트,서울특별시,관악구,신림동,1694,110동,14.0,1403,신림현대아파트,"서울특별시 관악구 신림동 1694 110동 14층1403호 (신림동,신림현대아파트)",2023-01-12,64,배당종결,2,1130000000,723200000,736100791,65,2,49.34,14.93,105.36,31.87,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/100791/151709.jpg
303,304,2020-8248(1),아파트,서울특별시,영등포구,당산동,1,102동,11.0,1103,진로아파트,"서울특별시 영등포구 당산동1가 16-1 제102동 제11층 제1103호 (당산동1가, 진로아파트)",2023-01-12,80,배당종결,1,1300000000,1040000000,1041200000,80,2,51.45,15.56,162.21,49.07,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2020/8248/212898.jpg
304,305,2021-6850(1),아파트,서울특별시,양천구,목동,912,523동,2.0,205,목동신시가지아파트,"서울특별시 양천구 목동 912 제523동 제2층 제205호 (목동, 목동신시가지아파트)",2023-01-12,64,배당종결,2,2340000000,1497600000,1752500000,75,18,92.19,27.89,95.27,28.82,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/6850/15700_AUTO_30.jpg
305,306,2021-110240(2),아파트,서울특별시,강북구,미아동,1355,101동,15.0,1505,미아한일유앤아이,"서울특별시 강북구 미아동 1355 제101동 제15층 제1505호 (미아동,미아한일유앤아이)",2023-01-11,64,잔금납부,2,951000000,608640000,650000000,68,4,57.724,17.46,116.912,35.37,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/110240/192169.jpg
306,307,2021-3237(1),아파트,서울특별시,동작구,신대방동,565,10동,3.0,302,우성아파트,"서울특별시 동작구 신대방동 565 10동 3층302호 (신대방동,우성아파트)",2023-01-11,2,배당종결,3,755000000,386560000,536890000,71,4,40.47,12.24,78.535,23.76,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/3237/39944_AUTO_138.jpg
307,308,2021-109425(1),아파트,서울특별시,관악구,신림동,1694,103동,14.0,1405,신림현대아파트,"서울특별시 관악구 신림동 1694 103동 14층1405호 (신림동,신림현대아파트)",2023-01-11,2,배당종결,3,1262000000,646144000,861000000,68,18,55.2,16.7,119.49,36.15,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/109425/414647.jpg
308,309,2021-106715(1),아파트,서울특별시,성북구,장위동,317,108동,14.0,1405,꿈의숲대명루첸아파트,"서울특별시 성북구 장위동 317 제108동 제14층 제1405호 (장위동,꿈의숲대명루첸아파트)",2023-01-11,64,배당종결,2,1030000000,659200000,685000000,67,3,42.54,12.87,84.843,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106715/123509.jpg
309,310,2021-108605(1),아파트,서울특별시,도봉구,쌍문동,56,113동,8.0,805,삼익세라믹아파트,"서울특별시 도봉구 쌍문동 56 제113동 제8층 제805호 (쌍문동,삼익세라믹아파트)",2023-01-11,2,배당종결,3,74500000,38144000,52257000,70,11,3.652,1.1,6.685,2.02,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/108605/178179.jpg
310,311,2021-109387(1),아파트,서울특별시,도봉구,쌍문동,159,,4.0,401,대우파크빌,"서울특별시 도봉구 쌍문동 159 제4층 제401호 (쌍문동,대우파크빌)",2023-01-11,41,배당종결,4,860000000,352256000,361201700,42,1,74.68,22.59,169.55,51.29,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/109387/179671.jpg
311,312,2021-4575(1),아파트,서울특별시,관악구,봉천동,100-20,,7.0,701,더갤러리테라스,"서울특별시 관악구 봉천동 100-20 7층701호 (봉천동,더갤러리테라스)",2023-01-10,64,배당종결,2,389000000,248960000,281900000,72,1,30.63,9.27,35.98,10.88,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/4575/193734.jpg
